Show_Id,Category,Title,Director,Cast,Country,Release_Date,Rating,Duration,Type,Description,Year_Added,Month_Added,Main_Genre,Main_Country
s6430,TV Show,The Guest,Unknown,"Kim Dong-wook, Kim Jae-uk, Jung Eun-chae, Ahn Nae-sang, Lee Won-jong, Park Ho-san",South Korea,2020-12-01,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit that's driven by bloodthirst.",2020.0,12.0,International TV Shows,South Korea
s1164,TV Show,Cable Girls,Unknown,"Blanca SuÃ¡rez, Nadia de Santiago, Ana FernÃ¡ndez, Maggie Civantos, Ana Polvorosa, Yon GonzÃ¡lez, MartiÃ±o Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio VelÃ¡zquez, Ernesto Alterio, Ira del RÃ­o, Angela Cremonte, Andrea Carballo",Spain,2020-07-03,TV-MA,6 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1920s Madrid, four women at the National Telephone Company ring in revolution as they manage romance, friendship and the modern workplace.",2020.0,7.0,International TV Shows,Spain
s4632,TV Show,Once Upon A Time In Lingjian Mountain,Unknown,"Xu Kai, Sandrine Pinna, Ryan Zhu, Gao Yuer, Cristy Guo, He Wenjun, Zheng Yawen, Li Junhao, Roger Kwok, James Wen",China,2019-11-23,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","As the nine continents face a crisis, a young disciple joins the Spirit Blade sect and comes under the tutelage of a temperamental sage.",2019.0,11.0,International TV Shows,China
s1079,Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,"Liam Neeson, Matt Damon, Jaden Smith","Canada, United Kingdom",2020-10-21,TV-PG,51 min,"Documentaries, International Movies","From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water.",2020.0,10.0,Documentaries,Canada
s4993,TV Show,Psiconautas,Unknown,"Guillermo Toledo, Gabriel Goity, Florencia PeÃ±a, Julieta Zylberberg, MartÃ­n Piroyansky, Luis Ziembrowski, VerÃ³nica LlinÃ¡s, Emilio Disi",Argentina,2018-04-15,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A Spanish con man masquerades as a therapist and starts leading group sessions in Argentina for a crew of gullible misfits.,2018.0,4.0,International TV Shows,Argentina
s2023,Movie,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell","Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",United States,2018-10-02,TV-MA,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",2018.0,10.0,Comedies,United States
s4716,Movie,Oye Lucky! Lucky Oye!,Dibakar Banerjee,"Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Manu Rishi Chadha, Richa Chadda, Anurag Arora, Rajender Sethi, Manjot Singh, Chandan Anand",India,2018-11-01,TV-14,118 min,"Comedies, Dramas, International Movies","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of.",2018.0,11.0,Comedies,India
s5603,TV Show,Signal,Unknown,"Kim Hye-su, Lee Je-hoon, Cho Jin-woong, Jang Hyun-sung, Jeong Hae-gyoon, Kim Won-hae, Jung Han-bi, Lee Yu-jun, Son Hyeon-ju",South Korea,2019-10-01,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Communicating via a walkie-talkie that transcends time, a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice.",2019.0,10.0,Crime TV Shows,South Korea
s7607,TV Show,Who Killed Malcolm X?,Unknown,Unknown,United States,2020-02-07,TV-MA,1 Season,"Crime TV Shows, Docuseries","Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.",2020.0,2.0,Crime TV Shows,United States
s626,Movie,Austin Powers in Goldmember,Jay Roach,"Mike Myers, BeyoncÃ© Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage",United States,2019-12-01,PG-13,94 min,"Action & Adventure, Comedies","The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",2019.0,12.0,Action & Adventure,United States
s1534,TV Show,Cricket Fever: Mumbai Indians,Unknown,Unknown,India,2019-03-01,TV-MA,1 Season,"Docuseries, International TV Shows",Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,2019.0,3.0,Docuseries,India
s1868,TV Show,DreamWorks Holiday Classics,Unknown,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith, Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz",United States,2018-12-16,TV-PG,1 Season,"Kids' TV, TV Comedies","Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar.",2018.0,12.0,Kids' TV,United States
s4782,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",United Kingdom,2018-10-02,TV-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from â€œFlying Circusâ€ and â€œFliegender Zirkusâ€ to mark the 20th anniversary of the TV series.",2018.0,10.0,Comedies,United Kingdom
s2624,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",United Kingdom,2017-09-06,TV-MA,79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.,2017.0,9.0,Dramas,United Kingdom
s3081,Movie,It's Now or Never,Maria Ripoll,"Dani Rovira, MarÃ­a Valverde, Jordi SÃ¡nchez, JoaquÃ­n NÃºÃ±ez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta PÃ©rez",Spain,2016-03-01,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.",2016.0,3.0,Comedies,Spain
s7307,TV Show,Ultramarine Magmell,Unknown,"Kengo Kawanishi, Mãƒ»Aãƒ»O, Toshiyuki Morikawa, Hibiku Yamamura, Satoshi Mikami, Koji Yusa, Hiroshi Yanaka, Shiro Saito, Keiichi Sonobe",Japan,2019-10-10,TV-14,1 Season,"Anime Series, International TV Shows","Decades after the sudden birth of a new continent, a young rescuer-for-hire provides aid to adventurers exploring this dangerous, uncharted world.",2019.0,10.0,Anime Series,Japan
s1104,TV Show,Bright: The Music Videos,David Ayer,"Bastille, Machine Gun Kelly, Bebe Rexha, X Ambassadors, Logic, Ragâ€™nâ€™Bone Man",Unknown,2017-11-23,TV-MA,1 Season,TV Shows,"Explore the hit songs from the Will Smith film ""Bright"" in these music videos from Machine Gun Kelly, Bastille, Logic, Migos and friends.",2017.0,11.0,TV Shows,Unknown
s2418,Movie,Ginger & Rosa,Sally Potter,"Elle Fanning, Alessandro Nivola, Christina Hendricks, Alice Englert, Timothy Spall, Oliver Platt, Annette Bening, Jodhi May, Oliver Milburn, Andrew Hawley","United Kingdom, Denmark, Canada, Croatia",2018-07-15,PG-13,90 min,"Dramas, Independent Movies","With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London â€“ until betrayal drives them apart.",2018.0,7.0,Dramas,United Kingdom
s7264,Movie,Tum Milo Toh Sahi,Kabir Sadanand,"Nana Patekar, Dimple Kapadia, Sunil Shetty, Vidya Malvade, Rehan Khan, Anjana Sukhani, Mohnish Bahl, Vrajesh Hirjee",India,2018-07-01,TV-14,128 min,"Comedies, Dramas, International Movies",An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.,2018.0,7.0,Comedies,India
s5563,TV Show,Sherlock,Unknown,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Andrew Scott","United Kingdom, United States",2017-05-15,TV-14,4 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues.",2017.0,5.0,British TV Shows,United Kingdom
s1076,TV Show,Brainchild,Unknown,"Sahana Srinivasan, Alie Ward, Ben Seidman",Unknown,2018-11-02,TV-G,1 Season,Kids' TV,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",2018.0,11.0,Kids' TV,Unknown
s3732,Movie,Lost Girls,Liz Garbus,"Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp",United States,2020-03-13,R,95 min,Dramas,"Desperate to find her missing daughter, a mother fights to uncover the truth â€” and helps expose a string of unsolved murders. Based on a true story.",2020.0,3.0,Dramas,United States
s3164,Movie,Jhankaar Beats,Sujoy Ghosh,"Rahul Bose, Sanjay Suri, Rinke Khanna, Riya Sen, Juhi Chawla, Shayan Munshi",India,2019-04-15,TV-14,131 min,"Comedies, International Movies, Music & Musicals","Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition.",2019.0,4.0,Comedies,India
s787,TV Show,Beat Bugs,Unknown,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2019-07-21,TV-Y,3 Seasons,Kids' TV,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them â€“ all from the safety of their own backyard.",2019.0,7.0,Kids' TV,Australia
s3046,Movie,Inxeba,John Trengove,"Nakhane TourÃ©, Bongile Mantsai, Niza Jay, Thobani Mseleni, Gamelihle Bovana, Halalisani Bradley Cebekhulu, Inga Qwede, Sibabalwe Ngqayana, Siphosethu Ngcetane, Zwelakhe Mtsaka","South Africa, Germany, Netherlands, France",2018-02-01,TV-MA,88 min,"Dramas, Independent Movies, International Movies","At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.",2018.0,2.0,Dramas,South Africa
s5209,TV Show,Rilakkuma and Kaoru,Unknown,"Mikako Tabe, Soki Matsumoto, Takayuki Yamada, Mai Kanazawa, Shigeru Sugimoto, Issei Takubo, Kanako Nishiyama, Yuzuha Kobayashi, Masako Matsuno, Kana Odaira, Hitoshi Honma, Ayano Kinashi","Japan, United States",2019-04-19,TV-PG,1 Season,"Anime Series, International TV Shows","Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.",2019.0,4.0,Anime Series,Japan
s4114,TV Show,Mini Wolf,Unknown,Unknown,France,,TV-G,2 Seasons,Kids' TV,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure â€“ even if it includes a little bit of mischief.,,,Kids' TV,France
s2583,TV Show,Half & Half,Unknown,"Rachel True, Essence Atkins, Telma Hopkins, Chico Benymon, Valarie Pettiford, Alec Mapa",United States,2020-10-15,TV-14,4 Seasons,TV Comedies,"After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other.",2020.0,10.0,TV Comedies,United States
s6958,TV Show,The Ultimatum,Unknown,"Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo",Singapore,2017-07-01,TV-14,1 Season,"International TV Shows, TV Dramas","Love and intrigue swirl around two women â€“ one a champion of human rights, the other an ambitious businesswoman â€“ who were switched at birth.",2017.0,7.0,International TV Shows,Singapore
s5708,Movie,Something Huge,Carlo Padial,"Berto Romero, Carolina Bang, Javier Botet, Carlos Areces, Miguel Noguera, Toni Sevilla",Spain,2018-03-01,TV-MA,87 min,"Comedies, Independent Movies, International Movies","A director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep.",2018.0,3.0,Comedies,Spain
s3890,TV Show,Malibu Rescue: The Series,Unknown,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeremy Howard, JT Neal, Bryana Salaz, Ian Ziering, Camaron Engels",United States,2019-06-03,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019.0,6.0,Kids' TV,United States
s7317,TV Show,Unauthorized Living,Unknown,"JosÃ© Coronado, Ãlex GonzÃ¡lez, Claudia Traisac, LuÃ­s Zahera, Pilar Castro, Ã€lex Monner, Giulia Charm, Unax Ugalde, Ricardo GÃ³mez, Ledicia Sola, Leonor Watling, Patrick Criado, Xabier Deive, Camila Bossa, MarÃ­a Guinea, Ã‰dgar Vittorino, Javier Abad, Daniel CurrÃ¡s, Mercedes Castro, Paula Morado, Paula Pier, Carmela Martins, Denis GÃ³mez, Miguel Borines, Ana Villagrasa, Xavier EstÃ©vez, Carlos HipÃ³lito",Spain,2020-01-31,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",2020.0,1.0,Crime TV Shows,Spain
s3661,TV Show,Little Lunch,Unknown,"Flynn Curry, Olivia Deeble, Madison Lu, OisÃ­n O'Leary, Faith Seci, Joshua Sitch, Heidi Arena",Australia,2018-02-01,Unknown,1 Season,"Kids' TV, TV Comedies","Adopting a child's perspective, this show takes a humorous look at what happens during those action-packed 15 minutes of snack time each day.",2018.0,2.0,Kids' TV,Australia
s3150,TV Show,Jeopardy!,Unknown,Alex Trebek,United States,2020-12-18,TV-G,2 Seasons,Reality TV,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.",2020.0,12.0,Reality TV,United States
s1006,Movie,Blurred Lines: Inside the Art World,Barry Avrich,Unknown,Canada,2017-12-31,TV-MA,85 min,Documentaries,Artists and industry insiders shed light on the commercial forces behind the veneer of genius and glamour that often shrouds contemporary art.,2017.0,12.0,Documentaries,Canada
s1408,Movie,Clarence Clemons: Who Do I Think I Am?,Nick Mead,Clarence Clemons,United States,2019-11-14,TV-MA,88 min,"Documentaries, Music & Musicals",This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.,2019.0,11.0,Documentaries,United States
s7492,Movie,Waterschool,Tiffanie Hsu,Unknown,"United States, Brazil, India, Uganda, China",2018-07-25,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",2018.0,7.0,Documentaries,United States
s1056,Movie,Born in Syria,HernÃ¡n Zin,Unknown,"Denmark, Spain",2019-05-17,TV-14,87 min,"Documentaries, International Movies",This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.,2019.0,5.0,Documentaries,Denmark
s240,TV Show,A Thousand Goodnights,Unknown,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,2019-06-01,TV-14,1 Season,"International TV Shows, TV Dramas","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",2019.0,6.0,International TV Shows,Taiwan
s1594,Movie,Dancing with the Birds,Huw Cordey,Stephen Fry,United States,2019-10-23,TV-PG,52 min,Documentaries,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",2019.0,10.0,Documentaries,United States
s1644,TV Show,Daybreak,Unknown,"Colin Ford, Alyvia Alyn Lind, Sophie Simnett, Austin Crute, Cody Kearsley, JeantÃ© Godlock, Gregory Kasyan, Krysta Rodriguez, Matthew Broderick",United States,2019-10-24,TV-MA,1 Season,"TV Action & Adventure, TV Comedies, TV Horror","Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",2019.0,10.0,TV Action & Adventure,United States
s3165,TV Show,Jhansi Ki Rani,Unknown,"Ulka Gupta, Sameer Dharmadhikari, Amit Pachori, Shailesh Dattar, Aruna Irani",India,2017-06-01,TV-14,1 Season,"International TV Shows, TV Dramas","In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.",2017.0,6.0,International TV Shows,India
s5425,TV Show,Scandal,Unknown,"Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo DÃ­az, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley",United States,,TV-14,7 Seasons,"Crime TV Shows, TV Dramas","A powerful team of Washington, D.C. lawyers makes scandals disappear while handling government crises and coping with problems of their own.",,,Crime TV Shows,United States
s3056,Movie,Iron Fists and Kung-Fu Kicks,Serge Ou,Unknown,Australia,2019-12-01,TV-MA,108 min,"Documentaries, International Movies",This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.,2019.0,12.0,Documentaries,Australia
s7595,Movie,White Chamber,Paul Raschid,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds",United Kingdom,2019-08-01,TV-MA,89 min,"Sci-Fi & Fantasy, Thrillers","When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess.",2019.0,8.0,Sci-Fi & Fantasy,United Kingdom
s1722,Movie,Detention Letter,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",Egypt,2019-08-05,TV-14,99 min,"Action & Adventure, International Movies",A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,2019.0,8.0,Action & Adventure,Egypt
s458,TV Show,American Crime,Unknown,"Felicity Huffman, Timothy Hutton, Elvis Nolasco, Regina King, Lili Taylor, Richard Cabral, Brent Anderson, Benito Martinez, Shane Jacobsen, W. Earl Brown, Caitlin Gerard, Penelope Ann Miller, Johnny Ortiz",United States,2017-05-30,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas","This anthology series unfolds a different story arc for each season, with dramas focusing on aspects of American life and the criminal justice system.",2017.0,5.0,Crime TV Shows,United States
s2437,TV Show,Glitch,Unknown,"Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay, Ned Dennehy, Sean Keenan, Hannah Monson, Aaron L. McGrath, John Leary, Rodger Corser, Andrew McFarlane, Luke Arnold, Rob Collins, Pernilla August",Australia,2019-09-25,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror",A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,2019.0,9.0,International TV Shows,Australia
s4906,Movie,Pooja Kiven Aa,Nidhi Sharma,"Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi",India,2018-10-01,TV-PG,122 min,"Comedies, International Movies, Music & Musicals","When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.",2018.0,10.0,Comedies,India
s7566,Movie,What the Jatt!!,Saket Behl,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi",India,2018-10-01,TV-PG,140 min,"Comedies, International Movies, Romantic Movies","A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",2018.0,10.0,Comedies,India
s178,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",United States,2020-11-27,TV-Y,22 min,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone.",2020.0,11.0,Children & Family Movies,United States
s5974,TV Show,Tales of the City (1993),Unknown,"Olympia Dukakis, Donald Moffat, Laura Linney, Marcus D'Amico, Billy Campbell, Thomas Gibson, Paul Gross, Barbara Garrick, Chloe Webb, Nina Foch, Parker Posey, Stanley DeSantis","United Kingdom, United States",2019-06-28,TV-MA,1 Season,TV Dramas,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane.",2019.0,6.0,TV Dramas,United Kingdom
s4057,TV Show,Meteor Garden,Unknown,"Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu",China,2018-07-14,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Dong Shancai is determined to excel at her dream university, where she encounters an elite clique of dashing, popular high-achievers â€“ and finds love.",2018.0,7.0,International TV Shows,China
s1200,Movie,Candyflip,Shanawaz Nellikunnil,"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko",India,2019-02-15,TV-MA,104 min,"Dramas, Independent Movies, International Movies","On the incandescent shores of Goa, a young man tumbles down a mind-bending â€“ and soon dangerous â€“ series of trips after taking hallucinatory drugs.",2019.0,2.0,Dramas,India
s333,Movie,Aftershock,NicolÃ¡s LÃ³pez,"Eli Roth, Andrea OsvÃ¡rt, Ariel Levy, Natasha Yarovenko, NicolÃ¡s MartÃ­nez, Lorenza Izzo, Marcial Tagle, RamÃ³n Llao, Ignacia Allamand, Paz BascuÃ±Ã¡n","United States, Chile",2018-03-07,R,89 min,"Action & Adventure, Horror Movies","An American tourist and his friends are partying in Chile, but a major earthquake devastates the area and forces them to scramble for survival.",2018.0,3.0,Action & Adventure,United States
s5410,Movie,Saudi Arabia Uncovered,Unknown,Unknown,United Kingdom,2016-09-01,TV-14,52 min,Documentaries,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.",2016.0,9.0,Documentaries,United Kingdom
s836,Movie,Benji: Off the Leash,Joe Camp,"Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson",United States,2018-03-06,PG,100 min,"Children & Family Movies, Dramas","Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz.",2018.0,3.0,Children & Family Movies,United States
s5216,TV Show,Ripper Street,Unknown,"Matthew Macfadyen, Jerome Flynn, Adam Rothenberg, David Wilmot, MyAnna Buring, David Dawson, Amanda Hale, Charlene McKenna, Jonathan Barnwell, Clive Russell","United Kingdom, Ireland",2017-09-08,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course.",2017.0,9.0,British TV Shows,United Kingdom
s7268,Movie,Tune in for Love,Jung Ji-woo,"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Eugene, Choi Jun-young, Yoo Yeol, Nam Mun-cheol",South Korea,2019-11-05,TV-MA,123 min,"Dramas, International Movies, Romantic Movies","A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart.",2019.0,11.0,Dramas,South Korea
s3099,TV Show,Jack Taylor,Stuart Orme,"Iain Glen, Killian Scott, Nora-Jane Noone, Tara Breathnach, Frank O'Sullivan","United States, Ireland",2013-03-31,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.,2013.0,3.0,Crime TV Shows,United States
s6952,Movie,The Tuxedo,Kevin Donovan,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash",United States,2019-11-01,PG-13,99 min,"Action & Adventure, Comedies","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role â€“ with the aid of a computerized tuxedo.",2019.0,11.0,Action & Adventure,United States
s4055,Movie,Metallica Through The Never,NimrÃ³d Antal,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,2020-10-28,R,93 min,Music & Musicals,"As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn.",2020.0,10.0,Music & Musicals,United States
s6903,TV Show,The Standups,Unknown,"Nate Bargatze, Fortune Feimster, Deon Cole, Nikki Glaser, Beth Stelling, Dan Soder",United States,2018-03-20,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2018.0,3.0,Stand-Up Comedy & Talk Shows,United States
s5427,TV Show,Scare Tactics,Unknown,"Tracy Morgan, Lauren Ash",United States,2019-06-30,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",This ghoulish but hilarious hidden-camera show from Syfy finds mischievous friends and family members setting up unsuspecting victims for elaborate pranks that use high-quality makeup and special effects to unleash their worst fears upon them.,2019.0,6.0,Reality TV,United States
s1836,Movie,Doubles Cause Troubles,Wong Jing,"Carol 'Do Do' Cheng, Maggie Cheung, Wilson Lam, Chan Pak-cheung, Charlie Cho, Tom Poon, Kwan Ming-yuk, Hon Yee-Sang, Sherman Wong, Lo Fan",Hong Kong,2018-08-01,TV-14,94 min,"Action & Adventure, Comedies, International Movies","When the tenant in their flat dies under suspicious circumstances, two bickering cousins are forced to navigate both sides of the law.",2018.0,8.0,Action & Adventure,Hong Kong
s5472,Movie,Secrets of Her Majesty's Secret Service,Kasia Uscinska,Samuel West,United Kingdom,2017-02-22,TV-PG,55 min,"Documentaries, International Movies","This documentary spotlights more than 100 years of operatives and operations in the U.K.'s secret service, the world's oldest intelligence agency.",2017.0,2.0,Documentaries,United Kingdom
s7334,Movie,Under the Bombs,Philippe Aractingi,"Nada Abou Farhat, Georges Khabbaz, Bshara Atallah, Rawia Elchab, Elham Abbas, Iman Affara, Zahra Ali, Ali Maerouf Amer, Ali Azour, Najat Darwish","France, Lebanon, United Kingdom",2020-10-19,TV-MA,94 min,"Dramas, Independent Movies, International Movies",A mother arrives in war-torn Lebanon looking for her missing son in the South as a cab driver agrees to escort her on her dangerous trip.,2020.0,10.0,Dramas,France
s2856,Movie,Hubie Halloween,Steve Brill,"Adam Sandler, Kevin James, Julie Bowen, Ray Liotta, Steve Buscemi, Maya Rudolph, Rob Schneider, June Squibb, Kenan Thompson, Tim Meadows, Michael Chiklis, Karan Brar, George Wallace, Paris Berelc, Noah Schnapp, China Anne McClain, Colin Quinn, Kym Whitley, Lavell Crawford, Mikey Day, Jackie Sandler, Sadie Sandler, Sunny Sandler",United States,2020-10-07,PG-13,104 min,"Comedies, Horror Movies","Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe.",2020.0,10.0,Comedies,United States
s4343,Movie,My Octopus Teacher,"Pippa Ehrlich, James Reed",Unknown,South Africa,2020-09-07,TV-G,86 min,"Documentaries, International Movies","A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",2020.0,9.0,Documentaries,South Africa
